clip_sequence,cum_clip,min_id,max_id,skill,problem_id,user_id,assignment_id,assistment_id,avg_attemptCount,avg_bottomHint,avg_correct,avg_frIsHelpRequest,avg_frPast5HelpRequest,avg_frPast5WrongCount,avg_frPast8HelpRequest,avg_frPast8WrongCount,avg_frWorkingInSchool,avg_hint,avg_hintCount,avg_hintTotal,avg_original,avg_past8BottomOut,avg_scaffold,avg_stlHintUsed,avg_timeSinceSkill,avg_timeTaken,avg_totalFrAttempted,avg_totalFrPastWrongCount,avg_totalFrPercentPastWrong,avg_totalFrSkillOpportunities,avg_totalFrTimeOnSkill,max_attemptCount,max_bottomHint,max_correct,max_frIsHelpRequest,max_frPast5HelpRequest,max_frPast5WrongCount,max_frPast8HelpRequest,max_frPast8WrongCount,max_frWorkingInSchool,max_hint,max_hintCount,max_hintTotal,max_original,max_past8BottomOut,max_scaffold,max_stlHintUsed,max_timeSinceSkill,max_timeTaken,max_totalFrAttempted,max_totalFrPastWrongCount,max_totalFrPercentPastWrong,max_totalFrSkillOpportunities,max_totalFrTimeOnSkill,min_attemptCount,min_bottomHint,min_correct,min_frIsHelpRequest,min_frPast5HelpRequest,min_frPast5WrongCount,min_frPast8HelpRequest,min_frPast8WrongCount,min_frWorkingInSchool,min_hint,min_hintCount,min_hintTotal,min_original,min_past8BottomOut,min_scaffold,min_stlHintUsed,min_timeSinceSkill,min_timeTaken,min_totalFrAttempted,min_totalFrPastWrongCount,min_totalFrPercentPastWrong,min_totalFrSkillOpportunities,min_totalFrTimeOnSkill,sum_attemptCount,sum_bottomHint,sum_correct,sum_frIsHelpRequest,sum_frPast5HelpRequest,sum_frPast5WrongCount,sum_frPast8HelpRequest,sum_frPast8WrongCount,sum_frWorkingInSchool,sum_hint,sum_hintCount,sum_hintTotal,sum_original,sum_past8BottomOut,sum_scaffold,sum_stlHintUsed,sum_timeSinceSkill,sum_timeTaken,sum_totalFrAttempted,sum_totalFrPastWrongCount,sum_totalFrPercentPastWrong,sum_totalFrSkillOpportunities,sum_totalFrTimeOnSkill,confusion,concentration,boredom,frustration,urbanicity
409,20706,39411,39412,276,1030.5,98260,530281,1030.5,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16.1535,139.5,1,0.29166667,3.5,188.55348,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,17.573,140,1,0.33333334,4,197.33998,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14.734,139,1,0.25,3,179.76698,2,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,32.307,279,2,0.58333334,7,377.10696,0,1,0,0,3
409,20710,39416,39416,276,1031,98260,530281,1031,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,33.799,144,1,0.2,5,212.07397,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,33.799,144,1,0.2,5,212.07397,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,33.799,144,1,0.2,5,212.07397,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,33.799,144,1,0.2,5,212.07397,0,1,0,0,3
409,20717,39424,39425,0,580.5,98260,530282,586,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.7005,152.5,1,0.222527475,13.5,166.005515,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.895,153,1,0.23076923,14,173.95302,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.506,152,1,0.21428572,13,158.05801,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,25.401,305,2,0.44505495,27,332.01103,0,1,0,0,3
409,20718,39426,39426,0,582,98260,530282,586,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.395,154,1,0.2,15,183.45901,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.395,154,1,0.2,15,183.45901,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.395,154,1,0.2,15,183.45901,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.395,154,1,0.2,15,183.45901,0,1,0,0,3
409,20719,39427,39435,92,583,98260,530282,586,5,0.111111111,0,0,0,0.111111111,0,0.111111111,1,0.777777778,3.888888889,7,0,0,0,0.111111111,0,7.461222222,159,1.888888889,0.027777778,8,183.2166578,9,1,0,0,0,1,0,1,1,1,7,7,0,0,0,1,0,50.707,163,2,0.25,12,194.59999,1,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0.944,155,1,0,4,133.498,45,1,0,0,0,1,0,1,9,7,35,63,0,0,0,1,0,67.151,1431,17,0.25,72,1648.94992,0,1,0,0,3
409,20720,39436,39437,92,583.5,98260,530282,586,5.5,0,1,0,0,0,0,0,1,0,3.5,3.5,0,0,0,0,0,9.051,164.5,2,0.10714286,13.5,202.527985,10,0,1,0,0,0,0,0,1,0,7,7,0,0,0,0,0,14.344,165,2,0.21428572,14,204.40698,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.758,164,2,0,13,200.64899,11,0,2,0,0,0,0,0,2,0,7,7,0,0,0,0,0,18.102,329,4,0.21428572,27,405.05597,0,1,0,0,3
409,20724,39442,39443,92,9289.5,98260,530282,1500,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.461,170.5,3,0.21637427,18.5,289.42899,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25.794,171,3,0.22222222,19,302.326,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.128,170,3,0.21052632,18,276.53198,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,36.922,341,6,0.43274854,37,578.85798,0,1,0,0,3
409,20728,39452,39452,62,599,98260,530282,603,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,19.49,180,1,0.16666667,6,73.33099,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,19.49,180,1,0.16666667,6,73.33099,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,19.49,180,1,0.16666667,6,73.33099,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,19.49,180,1,0.16666667,6,73.33099,0,1,0,0,3
409,20729,39453,39457,62,599,98260,530282,603,4,0.2,0.2,0,0,0.2,0,0.2,1,0.6,1.8,3,0,0,0,0.2,0,6.609,183,2,0,9,107.270792,6,1,1,0,0,1,0,1,1,1,3,3,0,0,0,1,0,15.832,185,2,0,11,113.409,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1.277,181,2,0,7,92.82099,20,1,1,0,0,1,0,1,5,3,9,15,0,0,0,1,0,33.045,915,10,0,45,536.35396,0,1,0,0,3
410,20875,39668,39668,0,2374,98260,535259,2374,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.877,396,5,0.20512821,39,512.234,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.877,396,5,0.20512821,39,512.234,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.877,396,5,0.20512821,39,512.234,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29.877,396,5,0.20512821,39,512.234,0,1,0,0,3
410,20878,39671,39671,0,1167,98260,535259,1167,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87.004,399,5,0.1904762,42,601.3771,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87.004,399,5,0.1904762,42,601.3771,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87.004,399,5,0.1904762,42,601.3771,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87.004,399,5,0.1904762,42,601.3771,0,1,0,0,3
411,20926,39735,39735,13,2267,98262,529059,2267,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,77.855,10,0,0,1,43.103,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,77.855,10,0,0,1,43.103,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,77.855,10,0,0,1,43.103,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,77.855,10,0,0,1,43.103,0,1,0,0,3
412,20948,39765,39765,65,224,98262,529062,231,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.351,40,1,0.5,2,28.054,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.351,40,1,0.5,2,28.054,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.351,40,1,0.5,2,28.054,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.351,40,1,0.5,2,28.054,0,1,0,0,3
413,20985,39815,39815,81,1017,98262,530281,1017,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,28.654,90,0,0,1,146.14,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,28.654,90,0,0,1,146.14,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,28.654,90,0,0,1,146.14,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,28.654,90,0,0,1,146.14,0,1,0,0,3
413,20992,39822,39823,92,869.5,98262,530282,869.5,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,23.059,97.5,0,0,3.5,146.744,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,35.546,98,0,0,4,164.517,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10.572,97,0,0,3,128.971,2,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,46.118,195,0,0,7,293.488,0,1,0,0,3
413,20998,39829,39829,69,4478,98262,530283,4478,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,32.591,104,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,32.591,104,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,32.591,104,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,32.591,104,0,0,0,0,0,1,0,0,3
413,21004,39835,39835,94,2736,98262,530283,2736,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27.97,110,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27.97,110,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27.97,110,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27.97,110,0,0,0,0,0,1,0,0,3
413,21010,39841,39841,5,178,98262,533212,178,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60.963,116,0,0,1,10.564,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60.963,116,0,0,1,10.564,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60.963,116,0,0,1,10.564,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60.963,116,0,0,1,10.564,0,1,0,0,3
414,21067,39899,39899,0,2374,98262,535259,2374,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.935,174,0,0,10,363.46,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.935,174,0,0,10,363.46,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.935,174,0,0,10,363.46,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.935,174,0,0,10,363.46,0,1,0,0,3
414,21070,39902,39902,43,8865,98262,535260,8865,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66.686,177,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66.686,177,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66.686,177,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66.686,177,0,0,0,0,0,1,0,0,3
414,21072,39904,39904,24,4468,98262,535260,4468,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,97.159,179,1,0.5,2,62.401,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,97.159,179,1,0.5,2,62.401,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,97.159,179,1,0.5,2,62.401,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,97.159,179,1,0.5,2,62.401,0,1,0,0,3
414,21082,39920,39920,106,1013,98262,535258,1013,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.315,195,0,0,1,12.593,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.315,195,0,0,1,12.593,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.315,195,0,0,1,12.593,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.315,195,0,0,1,12.593,0,1,0,0,3
415,21117,39962,39962,50,1069,98275,529062,1069,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,37.593,23,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,37.593,23,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,37.593,23,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,37.593,23,0,0,0,0,0,1,0,0,3
415,21118,39963,39964,49,231,98275,529062,231,1.5,0,0,0,0,0.5,0,0.5,1,0,0,0,1,0,0.5,0,0,13.2735,24.5,0.5,0,0.5,13.271,2,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,26.542,25,1,0,1,26.542,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.005,24,0,0,0,0,3,0,0,0,0,1,0,1,2,0,0,0,2,0,1,0,0,26.547,49,1,0,1,26.542,0,1,0,0,3
415,21125,39977,39977,46,936,98275,529062,936,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16.306,38,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16.306,38,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16.306,38,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16.306,38,0,0,0,0,0,1,0,0,3
415,21138,39997,39999,0,36728,98275,529060,1263,2,0,0,0,0,0.333333333,0,0.333333333,1,0,0,0,0,0,0,0,0,21.149,59,3.666666667,0.102564107,14,222.9726667,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,53.401,60,4,0.30769232,15,244.093,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.98,58,3,0,13,185.712,6,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,63.447,177,11,0.30769232,42,668.918,0,1,0,0,3
415,21143,40005,40006,39,1018.5,98275,529060,1022,1.5,0,0.5,0,0,0.5,0,0.5,1,0,0,0,0,0,0,0,0,12.7365,66.5,1.5,0.16666667,3.5,109.237,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,13.35,67,2,0.33333334,6,203.629,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.123,66,1,0,1,14.845,3,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,25.473,133,3,0.33333334,7,218.474,0,1,0,0,3
415,21144,40007,40008,2,1019,98275,529060,1022,2.5,0,0.5,0,0,0.5,0,0.5,1,0,0,0,0,0,0,0,0,8.163,68.5,3,0,7.5,223.359,3,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,12.76,69,3,0,8,229.739,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.566,68,3,0,7,216.979,5,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,16.326,137,6,0,15,446.718,0,1,0,0,3
415,21148,40015,40015,12,9086,98275,529059,9086,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,48.384,76,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,48.384,76,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,48.384,76,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,48.384,76,0,0,0,0,0,1,0,0,3
416,21163,40038,40040,88,8718,98275,530280,8718,2,0,0,0,0,0.333333333,0,0.333333333,1,0,0,0,1,0,0.333333333,0,0,7.481,100,1.666666667,0.066666667,6,75.49666767,3,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,17.089,101,2,0.2,7,84.755005,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.011,99,1,0,5,62.322998,6,0,0,0,0,1,0,1,3,0,0,0,3,0,1,0,0,22.443,300,5,0.2,18,226.490003,0,1,0,0,3
416,21176,40055,40055,96,1984,98275,530281,1984,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15.427,116,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15.427,116,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15.427,116,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15.427,116,0,0,0,0,0,1,0,0,3
416,21183,40063,40063,92,595,98275,530282,597,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.413,124,1,0.33333334,3,108.294,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.413,124,1,0.33333334,3,108.294,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.413,124,1,0.33333334,3,108.294,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.413,124,1,0.33333334,3,108.294,0,1,0,0,3
417,21201,40086,40088,85,4485,98275,530283,4486,1.333333333,0,0,0,0,0.333333333,0,0.333333333,1,0,0,0,0.666666667,0,0.333333333,0,0,25.25533333,148,0.333333333,0,0.333333333,20.14433333,2,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,60.433,149,1,0,1,60.433,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.006,147,0,0,0,0,4,0,0,0,0,1,0,1,3,0,0,0,2,0,1,0,0,75.766,444,1,0,1,60.433,0,1,0,0,3
418,21224,40128,40129,276,1570,98275,533212,1570,1.5,0,0,0,0,0.5,0,0.5,0,0,0,0,1,0,0.5,0,0,41.7165,189.5,0.5,0,5.5,267.2445,2,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,83.421,190,1,0,6,308.955,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.012,189,0,0,5,225.534,3,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,83.433,379,1,0,11,534.489,0,1,0,0,3
418,21230,40139,40139,79,8986,98275,533212,4059,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.213,200,2,0.2857143,7,152.32799,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.213,200,2,0.2857143,7,152.32799,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.213,200,2,0.2857143,7,152.32799,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.213,200,2,0.2857143,7,152.32799,0,1,0,0,3
418,21237,40148,40150,79,9333,98275,533212,1533,2,0,0.333333333,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,7.683666667,210,4.666666667,0.119047623,15,391.7633133,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,14.525,211,5,0.35714287,16,399.70898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87,209,4,0,14,380.52798,6,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,23.051,630,14,0.35714287,45,1175.28994,0,1,0,0,3
418,21251,40169,40169,70,1080,98275,533215,1080,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24.145,230,0,0,2,99.357,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24.145,230,0,0,2,99.357,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24.145,230,0,0,2,99.357,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24.145,230,0,0,2,99.357,0,1,0,0,3
419,21310,40261,40261,81,1639,98275,535257,1639,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72.523,322,0,0,4,50.697,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72.523,322,0,0,4,50.697,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72.523,322,0,0,4,50.697,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72.523,322,0,0,4,50.697,0,1,0,0,3
419,21313,40264,40264,52,4685,98275,535257,4685,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65.937,325,1,0.25,4,43.479996,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65.937,325,1,0.25,4,43.479996,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65.937,325,1,0.25,4,43.479996,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65.937,325,1,0.25,4,43.479996,0,1,0,0,3
419,21317,40270,40270,42,4556,98275,535260,4559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.251,331,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.251,331,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.251,331,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.251,331,0,0,0,0,0,1,0,0,3
419,21318,40271,40272,42,4556,98275,535260,4559,2.5,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,10.5395,332.5,1,0,1.5,23.009501,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15.517,333,1,0,2,30.768002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.562,332,1,0,1,15.251,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,21.079,665,2,0,3,46.019002,0,1,0,0,3
419,21320,40274,40274,42,4556,98275,535260,4559,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.545,335,1,0,4,60.717003,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.545,335,1,0,4,60.717003,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.545,335,1,0,4,60.717003,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.545,335,1,0,4,60.717003,0,1,0,0,3
419,21325,40280,40282,25,2719,98275,535260,2719,1.333333333,0,0.333333333,0,0,0.333333333,0,0.333333333,0,0,0,0,1,0,0.333333333,0,0,15.97733333,342,3,0.134920633,14.33333333,179.773,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,36.216,343,8,0.4047619,42,527.673,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.07,341,0,0,0,0,4,0,1,0,0,1,0,1,0,0,0,0,3,0,1,0,0,47.932,1026,9,0.4047619,43,539.319,0,1,0,0,3
419,21333,40294,40294,0,135,98275,535260,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.862,355,9,0.38297874,47,597.54193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.862,355,9,0.38297874,47,597.54193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.862,355,9,0.38297874,47,597.54193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.862,355,9,0.38297874,47,597.54193,0,1,0,0,3
419,21334,40295,40295,0,135,98275,535260,136,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,38.338,356,10,0,48,626.40393,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,38.338,356,10,0,48,626.40393,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,38.338,356,10,0,48,626.40393,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,38.338,356,10,0,48,626.40393,0,1,0,0,3
419,21335,40296,40296,0,135,98275,535260,136,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.969,357,10,0,49,664.74194,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.969,357,10,0,49,664.74194,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.969,357,10,0,49,664.74194,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.969,357,10,0,49,664.74194,0,1,0,0,3
420,21378,40368,40369,11,4517,98365,529060,4517,1.5,0,0.5,0,0,0.5,0,0.5,1,0,0,0,1,0,0,0,0,17.159,15.5,0.5,0,0.5,12.216,2,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,24.432,16,1,0,1,24.432,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9.886,15,0,0,0,0,3,0,1,0,0,1,0,1,2,0,0,0,2,0,0,0,0,34.318,31,1,0,1,24.432,0,1,0,0,3
420,21380,40371,40372,2,1263,98365,529060,1263,1.5,0,0,0,0,0.5,0,0.5,1,0,0,0,1,0,0.5,0,0,31.567,18.5,0.5,0,0.5,31.557,2,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,63.114,19,1,0,1,63.114,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.02,18,0,0,0,0,3,0,0,0,0,1,0,1,2,0,0,0,2,0,1,0,0,63.134,37,1,0,1,63.114,0,1,0,0,3
420,21381,40373,40376,0,1259,98365,529060,1263,2.5,0,0.25,0,0,0.25,0,0.25,1,0,0,0,0,0,0,0,0,4.931,21.5,0.75,0,1.5,9.99075,4,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,8.344,23,1,0,3,16.647,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.675,20,0,0,0,0,10,0,1,0,0,1,0,1,4,0,0,0,0,0,0,0,0,19.724,86,3,0,6,39.963,0,1,0,0,3
420,21386,40382,40382,13,2289,98365,529060,2289,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,54.831,29,1,0.2857143,7,471.687,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,54.831,29,1,0.2857143,7,471.687,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,54.831,29,1,0.2857143,7,471.687,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,54.831,29,1,0.2857143,7,471.687,0,1,0,0,3
421,21428,40442,40442,63,1218,98365,530280,1218,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,81.299,89,0,0,1,113.438,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,81.299,89,0,0,1,113.438,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,81.299,89,0,0,1,113.438,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,81.299,89,0,0,1,113.438,0,1,0,0,3
422,21457,40473,40473,69,4041,98365,530283,4041,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,30.229,120,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,30.229,120,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,30.229,120,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,30.229,120,0,0,0,0,0,1,0,0,3
